mets,genes,rxns,,"# we removed the transcript ids such as .1, .2 …etc and removed duplicates to maitain the unique genes "
ac[r],,VLCSr,,
CE1352[c],,WHDDCAte,,
17ahprgnlone[g],,WHHDCAte,,
CE1352[g],,WHTSTSTERONEte,,
17ahprgnlone[l],,WHTTDCAte,,
CE1352[l],,XANDp,,
CE1352[r],,XANtx,,
chsterols[g],,XAO2x,,
chsterols[l],,XAOx,,
chsterols[r],,XOL27OHtm,,
dhea[m],,XOL7AH2tm,,
17ahprgnlone[m],,XOL7AH2tr,,
prgnlone[g],,XOL7AONEtr,,
prgnlones[g],,XOLDIOLONEt,,
prgnlone[l],,XOLDIOLONEtm,,
prgnlones[l],,XOLEST2te,,
prgnlones[r],,XOLESTte,,
Lkynr[m],,XOLTRI24tc,,
kynate[m],,XOLTRI24te,,
N1aspmd[c],,XOLTRI25tc,,
n8aspmd[c],,XOLTRI25te,,
CE1059[c],,XOLTRI27tc,,
N1sprm[x],,XOLTRI27te,,
N1sprm[c],,XOLTRIOLtm,,
C03413[c],,XOLTRIOLtr,,
CE2028[c],,XSERtg,,
CE2201[c],,XYLK,,
CE2201[m],,XYLTD_Dr,,
CE2202[c],,XYLTer,,
CE2202[m],,XYLtly,,
CE2203[c],,XYLTt,,
CE2203[m],,XYLUR,,
CE2204[c],,YVITEt,,
CE2204[m],,EX_4abutn[e],,
C01507[c],,EX_acmana[e],,
srb_L[c],,EX_ahdt[e],,
atp[g],,EX_ctp[e],,
adp[g],,EX_dgmp[e],,
pail_hs[g],,EX_dgtp[e],,
CE5101[g],,EX_dha[e],,
pail45p_hs[m],,EX_dhap[e],,
CE5101[m],,EX_dtmp[e],,
CE0469[c],,EX_dttp[e],,
C03693[c],,EX_fad[e],,
lnlc[m],,EX_fald[e],,
lnlc[x],,EX_g1p[e],,
CE2434[m],,EX_HC00229[e],,
CE2434[x],,EX_HC00250[e],,
CE0849[m],,EX_HC01104[e],,
CE2433[m],,EX_HC01361[e],,
CE0849[x],,EX_HC01440[e],,
CE2433[x],,EX_HC01441[e],,
CE0785[m],,EX_HC01444[e],,
CE2432[m],,EX_HC01446[e],,
CE0785[x],,EX_HC01577[e],,
CE2432[x],,EX_HC01609[e],,
dec24dicoa[x],,EX_HC01610[e],,
dece4coa[x],,EX_HC01700[e],,
C05279[m],,EX_HC02160[e],,
CE2420[m],,EX_HC02161[e],,
C05279[x],,EX_itp[e],,
CE2420[x],,EX_orot[e],,
CE2417[m],,EX_prpp[e],,
CE2417[x],,EX_pydx5p[e],,
CE2418[m],,EX_udpg[e],,
CE2418[x],,r0001,,
CE2418[c],,r0002,,
CE2422[c],,r0009,,
CE2422[m],,r0013,,
CE2422[x],,r0016,,
CE2417[c],,r0021,,
CE2424[c],,r0022,,
CE2424[m],,r0023,,
CE2424[x],,r0024,,
CE2420[c],,r0027,,
CE0693[c],,r0028,,
CE0693[m],,r0033,,
CE0693[x],,r0034,,
C05280[m],,r0047,,
C05280[x],,r0051,,
dece4coa[m],,r0055,,
CE4788[c],,r0062,,
ptrc[x],,r0068,,
N1aspmd[x],,r0074,,
CE4788[x],,r0081,,
C03413[x],,r0083,,
CE2180[c],,r0084,,
o2[l],,r0085,,
nadph[l],,r0086,,
nadp[l],,r0093,,
estrone[l],,r0097,,
CE2180[l],,r0113,,
CE2180[r],,r0119,,
C05298[c],,r0120,,
C05298[l],,r0121,,
C05298[r],,r0122,,
C05301[c],,r0129,,
CE2183[c],,r0130,,
CE2186[c],,r0139,,
CE2189[c],,r0142,,
C05299[c],,r0145,,
C05299[r],,r0149,,
CE2184[c],,r0153,,
CE5250[c],,r0156,,
CE5239[c],,r0157,,
CE5250[m],,r0160,,
CE5239[m],,r0163,,
CE5250[r],,r0165,,
CE5239[r],,r0166,,
gthrd[x],,r0170,,
CE5250[x],,r0173,,
CE5239[x],,r0178,,
CE4888[c],,r0179,,
CE5277[c],,r0181,,
CE5278[c],,r0186,,
CE5256[c],,r0191,,
CE5252[c],,r0193,,
CE5255[c],,r0196,,
CE5251[c],,r0202,,
CE5254[c],,r0205,,
CE5253[c],,r0208,,
CE5249[c],,r0210,,
CE5236[c],,r0221,,
CE5236[n],,r0224,,
CE1918[c],,r0226,,
CE1918[m],,r0236,,
xol7a[c],,r0239,,
xol7aone[m],,r0242,,
xol27oh[c],,r0245,,
CE0233[c],,r0246,,
CE1272[c],,r0249,,
CE1272[r],,r0267,,
CE1273[r],,r0268,,
CE1277[c],,r0276,,
CE1277[r],,r0280,,
CE1279[c],,r0281,,
CE1279[r],,r0283,,
CE1278[c],,r0287,,
CE1278[r],,r0301,,
CE5242[c],,r0308,,
CE5252[m],,r0309,,
CE5242[m],,r0310,,
CE5252[r],,r0311,,
CE5242[r],,r0317,,
CE5252[x],,r0319,,
CE5242[x],,r0321,,
CE5243[c],,r0330,,
CE5249[m],,r0331,,
CE5243[m],,r0340,,
CE5249[r],,r0354,,
CE5243[r],,r0355,,
CE5249[x],,r0357,,
CE5243[x],,r0358,,
CE5244[c],,r0360,,
CE5251[m],,r0361,,
CE5244[m],,r0363,,
CE5251[r],,r0364,,
CE5244[r],,r0365,,
CE5251[x],,r0366,,
CE5244[x],,r0368,,
CE4990[c],,r0377,,
CE5531[c],,r0380,,
CE4990[m],,r0381,,
CE5531[m],,r0383,,
CE4990[r],,r0384,,
CE5531[r],,r0385,,
CE4990[x],,r0386,,
CE5531[x],,r0388,,
CE4993[c],,r0389,,
CE4993[m],,r0390,,
CE4993[x],,r0391,,
CE0233[m],,r0393,,
CE1298[c],,r0394,,
CE1298[m],,r0395,,
CE1292[c],,r0399,,
CE3038[c],,r0400,,
CE1292[m],,r0402,,
CE3038[m],,r0403,,
CE2345[c],,r0407,,
CE2345[m],,r0408,,
cholcoa[m],,r0409,,
cholate[m],,r0410,,
cholate[x],,r0413,,
dcholcoa[m],,r0423,,
C02528[m],,r0424,,
C02528[x],,r0425,,
dhcholestancoa[c],,r0426,,
dhcholestancoa[m],,r0430,,
CE1589[c],,r0431,,
tdechola[c],,r0432,,
CE1589[x],,r0433,,
tdechola[x],,r0434,,
23cump[c],,r0437,,
3ump[c],,r0438,,
23cump[e],,r0440,,
3ump[e],,r0441,,
CE5586[c],,r0443,,
CE5588[c],,r0444,,
retinal_cis_9[r],,r0446,,
CE1617[r],,r0450,,
retinal_cis_13[r],,r0451,,
CE5591[c],,r0456,,
CE5591[r],,r0463,,
CE5592[c],,r0464,,
CE5592[r],,r0465,,
CE5593[c],,r0466,,
retinal[r],,r0470,,
CE5593[r],,r0472,,
CE1617[c],,r0474,,
CE5594[c],,r0475,,
CE1261[c],,r0480,,
CE5026[c],,r0483,,
dopaqn[x],,r0488,,
CE5026[x],,r0494,,
CE1262[c],,r0497,,
C09642[c],,r0502,,
CE5626[c],,r0504,,
CE5627[c],,r0509,,
CE5629[c],,r0510,,
C09640[c],,r0511,,
CE4890[c],,r0512,,
C06350[c],,r0514,,
CE1401[c],,r0517,,
CE1761[c],,r0522,,
retinol[r],,r0523,,
CE1761[r],,r0525,,
CE5653[c],,r0527,,
CE5653[r],,r0531,,
CE5654[c],,r0537,,
CE5654[r],,r0539,,
CE2957[c],,r0541,,
CE2957[r],,r0545,,
CE2566[c],,r0546,,
CE2568[c],,r0547,,
CE2566[r],,r0548,,
CE2568[r],,r0549,,
CE2566[x],,r0552,,
CE2568[x],,r0553,,
CE5661[c],,r0555,,
CE5662[c],,r0556,,
CE2569[c],,r0557,,
CE2569[r],,r0558,,
CE2569[x],,r0559,,
pail345p_hs[g],,r0560,,
pail35p_hs[g],,r0561,,
pail345p_hs[r],,r0568,,
C11695[c],,r0571,,
CE5698[c],,r0573,,
CE5272[c],,r0575,,
CE1264[c],,r0578,,
CE5274[c],,r0579,,
C02712[m],,r0580,,
CE1554[m],,r0584,,
CE1556[m],,r0587,,
C02356[c],,r0590,,
CE1661[c],,r0591,,
CE1665[c],,r0594,,
CE2566[n],,r0595,,
CE2565[n],,r0596,,
CE2565[r],,r0598,,
no2[c],,r0603,,
CE1957[c],,r0604,,
C13856[c],,r0610,,
CE5700[c],,r0611,,
C13856[r],,r0614,,
CE5700[r],,r0615,,
CE3481[c],,r0616,,
C13856[g],,r0617,,
CE3481[g],,r0618,,
CE3481[r],,r0620,,
CE5726[c],,r0625,,
CE5727[c],,r0626,,
CE4980[c],,r0627,,
CE5730[c],,r0629,,
prostge2[m],,r0630,,
HC02203[m],,r0633,,
C05957[r],,r0634,,
C05957[c],,r0636,,
CE4877[c],,r0637,,
CE2065[c],,r0638,,
CE2026[m],,r0639,,
dchac[c],,r0641,,
dchac[r],,r0642,,
CE2020[m],,r0643,,
CE2176[c],,r0644,,
C02442[c],,r0645,,
bgly[c],,r0647,,
CE2934[c],,r0648,,
CE2152[c],,r0649,,
CE2153[c],,r0650,,
CE2172[c],,r0651,,
CE2173[c],,r0652,,
CE2174[c],,r0653,,
CE2122[c],,r0655,,
CE5747[c],,r0656,,
CE5752[c],,r0660,,
CE5753[c],,r0661,,
CE5754[c],,r0666,,
CE5755[c],,r0668,,
CE2953[c],,r0669,,
CE2958[c],,r0670,,
CE2953[r],,r0672,,
CE2958[r],,r0673,,
CE2961[c],,r0678,,
CE2962[c],,r0679,,
CE2961[r],,r0680,,
CE2962[r],,r0681,,
CE5756[c],,r0682,,
CE5756[r],,r0683,,
CE5757[c],,r0686,,
CE5757[r],,r0688,,
CE1162[c],,r0691,,
CE2955[c],,r0692,,
C03681[c],,r0693,,
CE2211[c],,r0694,,
CE5072[c],,r0695,,
CE2211[r],,r0696,,
CE5072[r],,r0697,,
cyst_L[m],,r0698,,
CE5082[m],,r0701,,
CE5775[c],,r0702,,
CE5776[c],,r0706,,
CE1293[c],,r0707,,
CE1297[c],,r0708,,
CE1294[c],,r0709,,
CE1297[m],,r0712,,
CE1294[m],,r0713,,
CE1310[m],,r0714,,
C05300[c],,r0715,,
C05300[r],,r0716,,
CE2963[c],,r0717,,
CE2964[c],,r0718,,
CE5932[c],,r0719,,
CE5013[c],,r0720,,
CE5014[c],,r0721,,
CE3136[c],,r0722,,
CE5782[c],,r0723,,
CE5783[c],,r0724,,
CE5786[c],,r0726,,
CE5788[c],,r0727,,
CE5786[e],,r0728,,
CE5788[e],,r0729,,
CE5789[c],,r0730,,
CE5789[e],,r0731,,
CE5794[c],,r0732,,
CE5795[c],,r0733,,
CE5796[c],,r0734,,
CE5794[l],,r0735,,
CE5795[l],,r0737,,
CE5796[l],,r0739,,
CE5797[c],,r0741,,
CE5798[c],,r0743,,
CE5797[e],,r0744,,
CE5798[e],,r0747,,
CE5456[c],,r0750,,
CE5276[c],,r0752,,
CE5025[c],,r0753,,
CE5276[x],,r0754,,
CE5025[x],,r0755,,
CE5787[e],,r0756,,
CE5791[e],,r0757,,
C03958[c],,r0758,,
CE5820[c],,r0760,,
CE5241[c],,r0761,,
CE5241[m],,r0762,,
CE5241[r],,r0763,,
CE5241[x],,r0764,,
CE5240[c],,r0765,,
CE5240[m],,r0766,,
CE5240[r],,r0767,,
CE5240[x],,r0768,,
CE5021[c],,r0769,,
CE5022[c],,r0770,,
CE2072[c],,r0771,,
CE1941[c],,r0772,,
CE1937[c],,r0773,,
CE2576[c],,r0774,,
CE2577[c],,r0775,,
hLkynr[m],,r0776,,
C02470[m],,r0777,,
CE4936[c],,r0778,,
leuktrE4[n],,r0779,,
CE4936[n],,r0780,,
CE5835[c],,r0781,,
CE5837[c],,r0782,,
CE5838[c],,r0783,,
CE5839[c],,r0784,,
CE5840[c],,r0786,,
CE5655[c],,r0787,,
yvite[r],,r0788,,
CE5655[r],,r0789,,
CE5842[c],,r0791,,
CE5843[c],,r0795,,
CE5842[r],,r0796,,
CE5843[r],,r0797,,
CE2196[c],,r0800,,
C05302[c],,r0801,,
avite1[c],,r0802,,
avite1[r],,r0803,,
CE4898[c],,r0804,,
CE4898[r],,r0805,,
CE1925[c],,r0806,,
CE5853[c],,r0807,,
CE1925[r],,r0808,,
CE5853[r],,r0809,,
CE1926[c],,r0812,,
CE5854[c],,r0813,,
CE1926[r],,r0817,,
CE5854[r],,r0818,,
C05109[c],,r0819,,
dsmsterol[c],,r0821,,
ddsmsterol[c],,r0822,,
dsmsterol[n],,r0825,,
ddsmsterol[n],,r0826,,
CE4968[m],,r0829,,
CE4970[m],,r0830,,
CE4969[m],,r0834,,
CE5860[c],,r0835,,
CE2095[c],,r0836,,
CE3086[c],,r0838,,
CE3092[c],,r0839,,
CE2095[m],,r0840,,
CE3092[m],,r0841,,
CE5829[c],,r0842,,
CE5865[c],,r0845,,
CE5866[c],,r0853,,
CE5867[c],,r0859,,
CE5868[c],,r0860,,
CE5869[c],,r0870,,
CE5867[e],,r0871,,
CE5868[e],,r0879,,
CE5869[e],,r0881,,
CE5016[c],,r0885,,
CE5875[m],,r0886,,
CE5068[m],,r0892,,
CE2102[c],,r0899,,
C06948[c],,r0907,,
C07486[c],,r0908,,
fald[r],,r0909,,
C06948[r],,r0911,,
C07486[r],,r0913,,
CE3140[c],,r0915,,
CE3087[c],,r0917,,
C09209[c],,r0921,,
C06453[c],,r0924,,
CE4633[c],,r0925,,
CE4633[e],,r0926,,
cl[l],,r0927,,
CE4633[l],,r0931,,
cl[n],,r0932,,
CE4633[n],,r0934,,
CE4881[c],,r0936,,
no2[e],,r0937,,
CE4881[e],,r0940,,
no2[l],,r0941,,
CE4881[l],,r0942,,
no2[n],,r0944,,
CE4881[n],,r0946,,
CE5536[c],,r0947,,
CE5541[c],,r0950,,
CE5538[c],,r0954,,
CE5542[c],,r0960,,
CE5546[c],,r0961,,
CE5536[x],,r0962,,
CE5546[x],,r0968,,
CE5547[c],,r0970,,
CE5538[x],,r0973,,
CE5547[x],,r0974,,
CE5544[c],,r0975,,
L_dpchrm[x],,r0983,,
CE5544[x],,r0984,,
CE5545[c],,r0986,,
CE4888[x],,r0987,,
CE5545[x],,r0988,,
CE5665[c],,r0989,,
CE5643[c],,r0990,,
CE6000[c],,r0992,,
glcur[e],,r0993,,
CE1926[e],,r0994,,
CE5854[e],,r0995,,
CE1926[l],,r0997,,
CE5854[l],,r0998,,
CE6205[c],,r0999,,
CE6252[c],,r1000,,
CE2949[c],,r1001,,
CE2947[c],,r1002,,
CE5982[c],,r1003,,
C01041[c],,r1004,,
CE2615[c],,r1005,,
CE2616[c],,r1006,,
CE2615[r],,r1007,,
CE2616[r],,r1008,,
cholcoar[m],,r1010,,
CE5166[m],,r1011,,
CE5166[x],,r1012,,
CE4872[c],,r1013,,
CE4872[m],,r1014,,
CE5530[m],,r1015,,
CE1273[c],,r1017,,
CE1274[c],,r1018,,
CE1274[r],,r1019,,
CE1589[r],,r1020,,
HC02191[r],,r1021,,
HC02192[x],,r1024,,
HC02191[x],,r1025,,
HC02193[x],,r1026,,
C02712[c],,r1027,,
CE1554[c],,r1028,,
CE1556[c],,r1029,,
ppa[x],,r1030,,
udpgal[e],,r1033,,
galside_hs[e],,r1034,,
crm_hs[e],,r1043,,
udpgal[n],,r1044,,
galside_hs[n],,r1045,,
crm_hs[n],,r1048,,
udpgal[r],,r1049,,
galside_hs[r],,r1050,,
C01290[c],,r1051,,
C01290[g],,r1052,,
CE7047[c],,r1054,,
CE5986[c],,r1055,,
C01747[l],,r1056,,
C01747[c],,r1057,,
C02744[c],,r1059,,
C01747[g],,r1061,,
C02744[g],,r1062,,
C03405[c],,r1063,,
C03405[g],,r1064,,
CE2119[c],,r1067,,
CE5125[x],,r1068,,
CE5126[x],,r1071,,
C05284[c],,r1073,,
C05284[m],,r1074,,
C05284[r],,r1076,,
CE3075[c],,r1077,,
alltn[c],,r1078,,
alltt[c],,r1080,,
CE6423[c],,r1081,,
CE6426[c],,r1082,,
CE6429[c],,r1088,,
CE6435[c],,r1090,,
CE6432[c],,r1092,,
CE6438[c],,r1093,,
CE6420[c],,r1094,,
CE6444[c],,r1095,,
CE6445[c],,r1096,,
CE6447[c],,r1097,,
CE6446[c],,r1098,,
CE6448[c],,r1099,,
CE6449[c],,r1100,,
CE6451[c],,r1101,,
CE6450[c],,r1102,,
CE6453[c],,r1103,,
CE6452[c],,r1104,,
CE6454[c],,r1105,,
CE6455[c],,r1106,,
CE6456[c],,r1109,,
CE6457[c],,r1112,,
CE6458[c],,r1113,,
CE6459[c],,r1116,,
CE6460[c],,r1117,,
CE6461[c],,r1127,,
CE6462[c],,r1128,,
CE6463[c],,r1129,,
CE6464[c],,r1130,,
CE6465[c],,r1131,,
CE6467[c],,r1132,,
CE6466[c],,r1133,,
CE0074[c],,r1134,,
CE0074[e],,r1135,,
urea[n],,r1140,,
urate[n],,r1143,,
CE0074[n],,r1144,,
CE7122[c],,r1146,,
C02147[c],,r1147,,
CE2592[c],,r1148,,
CE0853[c],,r1150,,
CE2592[m],,r1154,,
CE0853[m],,r1155,,
CE2592[x],,r1156,,
CE0853[x],,r1159,,
CE1102[c],,r1162,,
CE0782[c],,r1163,,
CE1102[m],,r1164,,
CE0782[m],,r1165,,
CE1102[x],,r1166,,
CE0782[x],,r1167,,
CE2597[c],,r1168,,
CE0692[c],,r1169,,
CE2597[m],,r1170,,
CE2597[x],,r1171,,
CE0692[x],,r1172,,
C03372[c],,r1173,,
hdcea[m],,r1174,,
hdcoa[x],,r1175,,
hdcea[x],,r1176,,
CE2591[m],,r1177,,
CE2591[x],,r1178,,
CE0784[m],,r1179,,
CE2594[m],,r1180,,
CE0784[x],,r1181,,
CE2594[x],,r1182,,
CE2596[m],,r1183,,
CE0695[m],,r1184,,
CE2596[x],,r1185,,
CE0695[x],,r1186,,
CE0955[r],,r1187,,
pail45p_hs[g],,r1188,,
pail45p_hs[r],,r1189,,
pail35p_hs[n],,r1190,,
pail3p_hs[g],,r1251,,
CE2206[c],,r1252,,
CE2207[c],,r1253,,
CE2206[m],,r1254,,
CE2207[m],,r1255,,
C03968[c],,r1257,,
CE4795[m],,r1259,,
CE4795[x],,r1260,,
CE5114[x],,r1262,,
CE4791[x],,r1290,,
CE4793[x],,r1291,,
CE2439[x],,r1292,,
CE2440[x],,r1293,,
CE2437[x],,r1294,,
CE2438[x],,r1298,,
CE2442[m],,r1299,,
CE2442[x],,r1301,,
CE2441[x],,r1302,,
CE5115[m],,r1303,,
CE5115[x],,r1304,,
CE5116[x],,r1313,,
CE5117[m],,r1314,,
CE5118[m],,r1315,,
CE5119[m],,r1316,,
CE5120[m],,r1317,,
CE4790[m],,r1318,,
CE4792[m],,r1319,,
CE4794[m],,r1320,,
leuktrB4[m],,r1321,,
leuktrB4[x],,r1322,,
leuktrB4woh[m],,r1323,,
CE2053[m],,r1324,,
CE2053[r],,r1325,,
leuktrB4wcooh[c],,r1326,,
CE2053[c],,r1327,,
leuktrB4wcooh[m],,r1328,,
C05301[r],,r1329,,
leuktrB4woh[c],,r1330,,
CE2056[c],,r1331,,
CE2056[r],,r1332,,
CE3554[c],,r1333,,
CE3554[r],,r1334,,
CE5138[c],,r1335,,
CE5138[r],,r1336,,
CE5139[c],,r1337,,
CE5139[r],,r1338,,
CE5140[c],,r1339,,
CE5140[r],,r1340,,
CE5141[c],,r1341,,
CE5525[c],,r1342,,
CE2567[c],,r1343,,
15HPET[n],,r1344,,
CE2567[n],,r1345,,
h2o2[r],,r1346,,
15HPET[r],,r1347,,
CE2567[r],,r1348,,
CE7172[c],,r1349,,
CE7172[n],,r1350,,
C06315[c],,r1351,,
C06315[n],,r1352,,
C06315[r],,r1353,,
CE2567[x],,r1354,,
C06315[x],,r1355,,
C01264[c],,r1356,,
C06314[c],,r1357,,
C06314[r],,r1358,,
C06314[x],,r1359,,
leuktrA4[n],,r1364,,
C03820[c],,r1365,,
cpppg1[c],,r1367,,
C05769[c],,r1368,,
cpppg3[c],,r1374,,
C05770[c],,r1375,,
uppg3[c],,r1377,,
C02469[c],,r1378,,
CE5122[x],,r1380,,
CE5123[x],,r1381,,
CE5122[c],,r1382,,
CE2414[c],,r1383,,
CE2414[x],,r1384,,
CE5126[c],,r1386,,
CE2038[x],,r1391,,
CE5934[x],,r1392,,
C07297[x],,r1393,,
CE5935[x],,r1400,,
CE5936[x],,r1401,,
CE5938[x],,r1402,,
tmtrdcoa[x],,r1403,,
CE5940[x],,r1411,,
CE5939[x],,r1418,,
CE5941[x],,r1421,,
CE5942[x],,r1423,,
CE4805[x],,r1427,,
CE5943[x],,r1428,,
dopa[l],,r1429,,
CE5276[l],,r1430,,
dopa[x],,r1431,,
CE4793[c],,r1432,,
CE4793[r],,r1433,,
CE5114[c],,r1434,,
CE5114[r],,r1435,,
CE4812[c],,r1436,,
eicostetcoa[r],,r1437,,
CE4812[r],,r1440,,
CE2209[c],,r1441,,
CE4811[c],,r1443,,
strdnccoa[r],,r1444,,
CE4811[r],,r1445,,
C04295[c],,r1446,,
5adtststerone[m],,r1447,,
C04295[m],,r1448,,
C04295[r],,r1449,,
CE4810[c],,r1450,,
CE4810[r],,r1451,,
lnlncacoa[r],,r1453,,
CE4821[c],,r1454,,
clpndcoa[r],,r1455,,
CE4821[r],,r1456,,
CE4819[c],,r1457,,
tmndnccoa[r],,r1459,,
CE4819[r],,r1464,,
CE4817[c],,r1466,,
CE4817[r],,r1467,,
CE4816[c],,r1468,,
CE4824[c],,r1472,,
CE4816[r],,r1474,,
CE4824[r],,r1477,,
CE4820[c],,r1479,,
CE4820[r],,r1481,,
CE4818[c],,r1487,,
CE4818[r],,r1493,,
chsterol[n],,r1495,,
tmndnc[r],,r1497,,
CE2313[c],,r1498,,
CE2314[c],,r1499,,
CE2313[r],,r1500,,
CE2314[r],,r1501,,
zymstnl[c],,r1502,,
lthstrl[c],,r1503,,
CE4826[x],,r1512,,
CE4827[x],,r1514,,
CE4828[x],,r1515,,
CE4825[x],,r1516,,
CE6027[c],,r1517,,
CE6027[m],,r1518,,
tethex3coa[r],,r1519,,
tethex3[r],,r1520,,
CE4827[c],,r1521,,
adrncoa[r],,r1522,,
CE4827[r],,r1523,,
CE4830[c],,r1525,,
CE4837[c],,r1526,,
CE4830[r],,r1527,,
CE4837[r],,r1529,,
CE4833[c],,r1530,,
CE4833[r],,r1531,,
CE4831[c],,r1532,,
CE4831[r],,r1533,,
CE4835[c],,r1536,,
CE4835[r],,r1538,,
CE4834[c],,r1540,,
CE4849[c],,r1544,,
CE4834[r],,r1546,,
CE4849[r],,r1547,,
CE4820[x],,r1548,,
CE4832[x],,r1549,,
CE4838[x],,r1551,,
tetpent6coa[r],,r1552,,
tetpent6[r],,r1553,,
CE4841[c],,r1554,,
CE4841[r],,r1556,,
CE4840[c],,r1557,,
CE4840[r],,r1559,,
CE4842[c],,r1560,,
CE4842[r],,r1561,,
CE4843[c],,r1562,,
CE4843[r],,r1563,,
CE4845[c],,r1564,,
CE4845[r],,r1565,,
CE4844[c],,r1566,,
CE4844[r],,r1567,,
CE4846[c],,r1568,,
CE4846[r],,r1569,,
CE4847[c],,r1570,,
CE4847[r],,r1571,,
CE4852[c],,r1573,,
CE4854[c],,r1574,,
CE4852[r],,r1575,,
CE4854[r],,r1576,,
CE4850[c],,r1578,,
CE4850[r],,r1579,,
CE4848[c],,r1580,,
CE4848[r],,r1581,,
CE4853[c],,r1583,,
CE4855[c],,r1584,,
CE4853[r],,r1585,,
CE4855[r],,r1586,,
CE4851[c],,r1587,,
CE4851[r],,r1588,,
CE4801[m],,r1589,,
CE4803[m],,r1590,,
CE4800[m],,r1591,,
CE4796[m],,r1592,,
CE4802[m],,r1593,,
CE4804[m],,r1594,,
CE5049[c],,r1595,,
CE4805[m],,r1596,,
CE4806[m],,r1597,,
CE4798[m],,r1598,,
CE4799[m],,r1599,,
CE4808[m],,r1600,,
CE4807[m],,r1602,,
CE4797[m],,r1603,,
CE1562[c],,r1604,,
5adtststerones[l],,r1605,,
5adtststerone[l],,r1606,,
5adtststerones[r],,r1607,,
CE6031[c],,r1608,,
andrstrn[l],,r1609,,
CE6031[l],,r1610,,
CE6031[r],,r1611,,
CE5144[c],,r1612,,
CE5144[r],,r1613,,
CE5151[c],,r1614,,
CE5152[c],,r1615,,
CE5151[r],,r1616,,
CE5152[r],,r1617,,
CE5155[c],,r1618,,
CE5156[c],,r1619,,
CE5155[r],,r1620,,
CE5156[r],,r1621,,
CE5148[c],,r1622,,
CE5148[r],,r1623,,
CE5150[c],,r1624,,
CE5150[r],,r1625,,
CE5153[c],,r1626,,
CE5153[r],,r1627,,
CE5154[c],,r1628,,
CE5154[r],,r1629,,
C06199[c],,r1630,,
CE6316[c],,r1631,,
o2[g],,r1632,,
C06199[g],,r1633,,
CE6316[g],,r1634,,
C06199[l],,r1635,,
CE6316[l],,r1636,,
CE5157[c],,r1637,,
CE5157[r],,r1638,,
CE5158[c],,r1639,,
CE5158[r],,r1640,,
nrvnccoa[r],,r1641,,
CE2510[c],,r1642,,
doco13ac[c],,r1643,,
CE5160[c],,r1644,,
CE5160[r],,r1645,,
CE5161[c],,r1646,,
CE5161[r],,r1647,,
CE5162[c],,r1648,,
CE5162[r],,r1649,,
cholcoads[m],,r1650,,
CE5168[m],,r1651,,
CE5168[x],,r1652,,
CE5168[c],,r1653,,
CE5169[c],,r1654,,
CE5169[m],,r1655,,
CE5169[x],,r1656,,
CE4874[c],,r1657,,
CE4874[m],,r1658,,
C14826[c],,r1659,,
CE2049[c],,r1660,,
C14826[r],,r1661,,
CE2049[r],,r1662,,
C14825[c],,r1664,,
CE2047[c],,r1665,,
C14825[r],,r1666,,
CE2047[r],,r1668,,
CE2305[c],,r1669,,
CE2305[r],,r1670,,
CE2303[c],,r1671,,
CE2303[r],,r1672,,
CE6317[c],,r1673,,
CE2306[c],,r1674,,
CE2306[r],,r1675,,
CE2304[c],,r1676,,
CE2304[r],,r1677,,
cdpea[e],,r1678,,
12dgr120[e],,r1679,,
cdpea[g],,r1680,,
12dgr120[g],,r1681,,
cdpea[m],,r1682,,
12dgr120[m],,r1683,,
cdpea[n],,r1684,,
pe_hs[n],,r1685,,
12dgr120[n],,r1686,,
cdpea[r],,r1687,,
12dgr120[r],,r1690,,
inost[g],,r1691,,
C14768[c],,r1692,,
C14768[r],,r1693,,
C14770[c],,r1695,,
C14770[r],,r1696,,
C14769[c],,r1698,,
C14769[r],,r1700,,
C14771[c],,r1701,,
C14771[r],,r1702,,
CE7101[c],,r1705,,
CE6219[c],,r1706,,
ser_L[g],,r1707,,
ser_L[r],,r1708,,
CE2445[c],,r1710,,
CE5178[c],,r1711,,
CE2446[m],,r1713,,
CE5349[m],,r1715,,
CE2446[x],,r1716,,
CE5349[x],,r1717,,
CE5349[c],,r1720,,
CE5343[c],,r1721,,
CE5343[m],,r1722,,
CE5349[r],,r1723,,
CE5343[r],,r1725,,
CE5343[x],,r1726,,
CE5352[c],,r1728,,
CE5179[c],,r1730,,
CE5352[r],,r1731,,
CE5179[r],,r1732,,
CE5348[m],,r1733,,
CE5347[m],,r1734,,
CE5348[x],,r1735,,
CE5347[x],,r1736,,
CE5348[c],,r1737,,
CE5348[r],,r1738,,
CE5345[m],,r1739,,
CE5346[m],,r1740,,
CE5345[x],,r1741,,
CE5346[x],,r1742,,
CE5344[m],,r1743,,
CE5344[x],,r1744,,
CE5345[c],,r1745,,
CE5344[c],,r1746,,
CE5346[c],,r1747,,
CE5307[c],,r1748,,
CE5307[m],,r1749,,
CE5307[x],,r1750,,
CE5329[c],,r1751,,
CE5331[c],,r1752,,
CE5329[m],,r1753,,
CE5331[m],,r1754,,
CE5329[x],,r1755,,
CE5331[x],,r1756,,
CE5342[m],,r1757,,
CE5341[m],,r1758,,
CE5342[x],,r1759,,
CE5341[x],,r1760,,
CE5337[m],,r1761,,
CE5337[x],,r1762,,
CE5337[c],,r1763,,
CE5319[c],,r1764,,
CE5319[m],,r1765,,
CE5319[x],,r1766,,
CE5342[c],,r1767,,
